term,coefficient,std_error,t_stat,p_value,ci_lower,ci_upper
地区_辽阳市,0.480742622825077,1.305504965636626e-12,368242661253.0303,0.0,0.48074262282251756,0.48074262282763647
地区_达州市,-0.28770884345458475,1.5158559149282592e-12,-189799598115.63034,0.0,-0.2877088434575566,-0.2877088434516129
地区_运城市,-0.21782622617779598,1.0563912499217939e-12,-206198438498.91974,0.0,-0.21782622617986705,-0.21782622617572492
地区_连云港市,0.2949387606456177,8.962092674444914e-13,329095861155.98315,0.0,0.29493876064386065,0.29493876064737473
地区_通化市,0.16524670333825764,0.013063017240220047,12.649964422421144,4.6940468041374454e-36,0.13963663909549823,0.19085676758101705
地区_通辽市,0.4062466901895759,9.607555413552246e-13,422840850458.725,0.0,0.4062466901876923,0.4062466901914594
地区_遂宁市,-0.23090442305591008,0.01469589439531994,-15.712172178472104,3.5748374718087466e-54,-0.2597157453291563,-0.20209310078266385
地区_遵义市,-0.1439721285474933,0.014695894395330162,-9.796758514625866,1.965002832489542e-22,-0.17278345082075958,-0.11516080627422702
地区_邢台市,-0.19137337628449064,1.3432221314084336e-12,-142473364464.16824,0.0,-0.19137337628712403,-0.19137337628185724
地区_邯郸市,0.11448883746803684,0.016328771550055545,7.011478917264133,2.7160981313095793e-12,0.08247625716501794,0.14650141777105574
地区_邵阳市,-0.5225080602304373,1.0089705727337067e-12,-517862536679.0956,0.0,-0.5225080602324154,-0.5225080602284592
地区_郑州市,0.8902213827597363,0.016328771550166533,54.518576613355656,0.0,0.8582088024564998,0.9222339630629728
地区_郴州市,0.20414728276905575,8.845203337836844e-13,230799988391.20117,0.0,0.20414728276732164,0.20414728277078986
地区_鄂尔多斯市,1.752325157991085,0.01469589439515,119.23909568711889,0.0,1.7235138357181718,1.7811364802639982
地区_鄂州市,0.6875252443207502,1.1231134366271674e-12,612160109476.9767,0.0,0.6875252443185483,0.6875252443229521
地区_酒泉市,0.49203558529184493,1.1119300566053342e-12,442505877387.652,0.0,0.492035585289665,0.49203558529402486
地区_金华市,0.6825651394916923,0.016328771550106876,41.80137724366808,0.0,0.6505525591885728,0.7145777197948118
地区_金昌市,0.6818269719918746,0.01469589439506037,46.39574521038014,0.0,0.6530156497191373,0.7106382942646119
地区_钦州市,-0.175435270286862,0.013063017240176382,-13.429919524816704,2.4759673616651296e-40,-0.2010453345295358,-0.14982520604418822
地区_铁岭市,-0.10689112719323846,9.574198490410372e-13,-111644987619.90556,0.0,-0.10689112719511548,-0.10689112719136143
地区_铜川市,0.10177836698694924,1.02391261805921e-12,99401418824.06578,0.0,0.10177836698494186,0.10177836698895662
地区_铜陵市,0.8711693260549147,0.016328771549992533,53.35179828976865,0.0,0.8391567457520194,0.90318190635781
地区_银川市,0.7255670201201312,0.01469589439518669,49.37208995988529,0.0,0.6967556978471462,0.7543783423931162
地区_锦州市,0.2101595261521644,9.186904279692723e-13,228759895340.05862,0.0,0.21015952615036332,0.2101595261539655
地区_镇江市,1.1815461665334235,0.016328771550207406,72.35977078253725,0.0,1.1495335862301068,1.2135587468367401
地区_长春市,0.7829451841470916,9.561664152813388e-13,818837779317.6523,0.0,0.782945184145217,0.7829451841489662
地区_长沙市,1.1624141580925456,1.2295919421787413e-12,945365790241.6294,0.0,1.162414158090135,1.162414158094956
地区_长治市,0.24193837799922058,0.016328771550160777,14.816691951136912,1.6436316499639855e-48,0.20992579769599537,0.27395095830244576
地区_阜新市,-0.17624967238434475,9.975668781374431e-13,-176679555272.94617,0.0,-0.1762496723863005,-0.176249672382389
地区_阜阳市,-0.7090181023812683,0.014695894395272274,-48.24599873345321,0.0,-0.737829424654421,-0.6802067801081155
地区_防城港市,0.5815536274637486,1.3083162900735438e-12,444505378306.5393,0.0,0.5815536274611837,0.5815536274663136
地区_阳江市,0.30015995923254546,9.60001787497792e-13,312666042023.6309,0.0,0.30015995923066335,0.30015995923442756
地区_阳泉市,0.3715078007597814,0.01469589439512104,25.27969994688585,8.425168449825565e-132,0.3426964784869251,0.4003191230326377
地区_陇南市,-1.0839855652578825,0.0146958943952307,-73.76111559495632,0.0,-1.1127968875309537,-1.0551742429848112
地区_随州市,0.04166328205833768,1.0363560071169626e-12,40201708459.47109,0.0,0.0416632820563059,0.041663282060369455
地区_雅安市,-0.02275426511036116,0.016328771550283876,-1.3935074687210978,0.16353653152957306,-0.0547668454138277,0.009258315193105382
地区_青岛市,1.1831749186803349,1.2133203910167924e-12,975154565472.0309,0.0,1.183174918677956,1.1831749186827136
地区_鞍山市,0.7120692870204963,1.3811847580287662e-12,515549627145.296,0.0,0.7120692870177885,0.7120692870232042
地区_韶关市,0.16748316147841089,1.433302816908388e-12,116851205134.49452,0.0,0.16748316147560088,0.1674831614812209
地区_马鞍山市,0.887053601882327,8.222394017634635e-13,1078826434223.2395,0.0,0.8870536018807149,0.887053601883939
地区_驻马店市,-0.26971272861196366,1.1131647691146665e-12,-242293626330.3359,0.0,-0.269712728614146,-0.2697127286097813
地区_鸡西市,-0.0306787490840612,9.340678073942222e-13,-32844241971.73222,0.0,-0.03067874908589244,-0.03067874908222996
地区_鹤壁市,0.32090855783750083,0.01632877155017893,19.652951653548264,1.6701394628393062e-82,0.28889597753424,0.35292113814076165
地区_鹤岗市,-0.05387749391393282,1.018354785952279e-12,-52906408117.43341,0.0,-0.0538774939159293,-0.05387749391193633
地区_鹰潭市,0.4695133524722426,0.013063017240132898,35.94218271639255,2.2012120265235377e-248,0.443903288229654,0.4951234167148311
地区_黄冈市,-0.4019801317823575,0.014695894395278046,-27.353226756414237,2.5969624875128005e-152,-0.4307914540555216,-0.37316880950919334
地区_黄山市,0.16138249468655896,0.014695894395254028,10.981468044481641,1.0677482667704166e-27,0.13257117241344193,0.190193816959676
地区_黄石市,0.43647120980694937,9.198365512682794e-13,474509530204.1854,0.0,0.43647120980514603,0.4364712098087527
地区_黑河市,-0.22337307649404264,1.4660063025852648e-12,-152368428498.65646,0.0,-0.22337307649691676,-0.22337307649116853
地区_齐齐哈尔市,-0.3191653541842987,0.01469589439519396,-21.717994536533702,1.8805423341961535e-99,-0.34797667645729796,-0.29035403191129944
地区_龙岩市,0.672101581798375,1.0133366326782175e-12,663255980415.9366,0.0,0.6721015817963883,0.6721015818003616
year_2006,0.15113851223603447,0.003043488200253923,49.659634699232534,0.0,0.1451717492059284,0.15710527526614054
year_2007,0.33928574035302717,0.005445106177989134,62.31021568037167,0.0,0.3286106017948698,0.34996087891118455
year_2008,0.5180923413713288,0.007255275292554448,71.40905347906076,0.0,0.503868363639053,0.5323163191036046
year_2009,0.6089549546637372,0.01919320950703409,31.72762504575184,3.430275897723923e-199,0.571326639592203,0.6465832697352714
year_2010,0.8090420561145528,0.011362264553173216,71.20429667240992,0.0,0.7867663199810918,0.8313177922480138
year_2011,0.9870305078553869,0.012979453641538855,76.04561294448783,0.0,0.9615842701690216,1.0124767455417523
year_2012,1.0941102425531355,0.01438853421976038,76.04042398221132,0.0,1.0659015003497916,1.1223189847564794
year_2013,1.1585893556661766,0.015346444777613193,75.4956195037617,0.0,1.1285026284250501,1.188676082907303
year_2014,1.2363491340303483,0.018608931266585336,66.4384814108249,0.0,1.1998662972965037,1.2728319707641929
year_2015,1.276024385271505,0.01936395419816714,65.8968913173883,0.0,1.2380613249853993,1.3139874455576106
year_2016,1.3257835305192849,0.02161054832770333,61.348907506419714,0.0,1.2834160191843296,1.3681510418542402
year_2017,1.3915768020489345,0.021305143759834298,65.31647088307456,0.0,1.3498080368121683,1.4333455672857007
year_2018,1.4504366202974381,0.021567854409172714,67.24992633855011,0.0,1.4081528104516747,1.4927204301432015
year_2019,1.4894901275272439,0.024916559022847024,59.77912624939378,0.0,1.4406411774302545,1.5383390776242332
year_2020,1.528040129146902,0.026332314949194757,58.02908449542259,0.0,1.4764155875032523,1.5796646707905515
year_2021,1.6525871166322332,0.026489824439467458,62.385733073037166,0.0,1.600653777404492,1.7045204558599745
