term,coefficient,std_error,t_stat,p_value,ci_lower,ci_upper
地区_商丘市,-0.2574878580424353,1.0774256417615088e-12,-238984341992.6987,0.0,-0.2574878580445476,-0.257487858040323
地区_商洛市,-0.39383512384715763,8.84927661759942e-13,-445047816749.11066,0.0,-0.3938351238488925,-0.39383512384542274
地区_嘉兴市,1.010814217960344,7.533936959765931e-13,1341681279467.1284,0.0,1.010814217958867,1.0108142179618211
地区_嘉峪关市,1.2139965506166388,1.0552189598183114e-12,1150468857028.1812,0.0,1.21399655061457,1.2139965506187076
地区_四平市,-0.025985393372027765,0.014695894395141507,-1.768207682590492,0.07709523841452898,-0.05479671564492419,0.0028259289008686593
地区_固原市,-0.7656220828780969,9.87371616980206e-13,-775414311806.6207,0.0,-0.7656220828800326,-0.7656220828761611
地区_大同市,0.029632139901932142,0.013063017240152557,2.26839935653228,0.023352961432923418,0.0040220756593050515,0.05524220414455923
地区_大庆市,1.3496792176199088,1.3568977485864401e-12,994680121642.142,0.0,1.3496792176172487,1.349679217622569
地区_大连市,1.217163422528939,1.0198359936964537e-12,1193489374813.3567,0.0,1.2171634225269397,1.2171634225309382
地区_天水市,-0.7657839627876784,0.01306301724019465,-58.62228830498485,0.0,-0.791394027030388,-0.7401738985449687
地区_太原市,0.7992770365000572,0.016328771550096818,48.94899987104775,0.0,0.7672644561969574,0.831289616803157
地区_威海市,1.230836711380019,0.01632877155007716,75.3784023253239,0.0,1.1988241310769576,1.2628492916830802
地区_娄底市,-0.046211691463034076,1.1719985100064428e-12,-39429821001.03526,0.0,-0.04621169146533178,-0.04621169146073637
地区_孝感市,-0.09687204921878001,1.1989994945812288e-12,-80794070103.10228,0.0,-0.09687204922113064,-0.09687204921642938
地区_宁德市,0.3876270406389595,8.483456247374555e-13,456921129002.01685,0.0,0.3876270406372963,0.38762704064062264
地区_宁波市,1.281185362351497,0.014695894395114085,87.17981552571922,0.0,1.2523740400786545,1.3099966846243396
地区_安庆市,-0.03748456169505397,1.2279016930325983e-12,-30527331225.089233,0.0,-0.037484561697461276,-0.03748456169264667
地区_安康市,-0.2689240960506107,1.282904949929906e-12,-209621216338.20483,0.0,-0.26892409605312584,-0.26892409604809553
地区_安阳市,0.1274489234478647,8.436049619931198e-13,151076545527.60223,0.0,0.1274489234462108,0.1274489234495186
地区_安顺市,-0.4514546674836742,9.128870971833453e-13,-494535051351.4855,0.0,-0.4514546674854639,-0.45145466748188445
地区_定西市,-1.177066915174967,1.0443764639782748e-12,-1127052318558.811,0.0,-1.1770669151770146,-1.1770669151729196
地区_宜宾市,0.05237899107164565,1.2393849972631756e-12,42262082554.903885,0.0,0.052378991069215834,0.05237899107407546
地区_宜昌市,0.7604347555894666,0.014695894395237887,51.744707408613436,0.0,0.7316234333163812,0.789246077862552
地区_宜春市,-0.10106653325628046,1.208981968413905e-12,-83596394236.44363,0.0,-0.10106653325865067,-0.10106653325391024
地区_宝鸡市,0.3045657540893645,0.014695894395250382,20.724546999180816,3.987380782789745e-91,0.2757544318162546,0.3333770763624744
地区_宿州市,-0.43956586263260666,0.013063017240222876,-33.649642693505854,3.5373920811934906e-221,-0.4651759268753716,-0.4139557983898417
地区_宿迁市,0.1409604128675206,1.107598437149581e-12,127266713404.07816,0.0,0.14096041286534913,0.14096041286969205
地区_岳阳市,0.4166049396298657,1.3226300954362477e-12,314982201801.82385,0.0,0.4166049396272727,0.41660493963245876
地区_崇左市,-0.06683282291128405,1.1101154606701195e-12,-60203488086.6721,0.0,-0.06683282291346043,-0.06683282290910766
